"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
5251,"US-2016-169369","2016-12-12","2016-12-18","Standard Class","EC-14050","TEC-AC-10001314","249.95",5,"0","19.996"
5252,"US-2016-169369","2016-12-12","2016-12-18","Standard Class","EC-14050","OFF-PA-10004438","49.12",4,"0","23.0864"
5257,"CA-2016-130078","2016-08-08","2016-08-14","Standard Class","CC-12145","OFF-PA-10003270","10.56",2,"0","4.752"
5274,"US-2016-158309","2016-11-26","2016-11-29","First Class","PA-19060","OFF-BI-10000145","3.744",4,"0.7","-2.6208"
5299,"CA-2016-106656","2016-09-23","2016-09-26","First Class","DV-13045","OFF-EN-10001509","4.08",2,"0","1.9176"
5300,"CA-2016-106656","2016-09-23","2016-09-26","First Class","DV-13045","OFF-LA-10003148","18.9",3,"0","8.694"
5301,"CA-2016-113831","2016-05-30","2016-06-03","Standard Class","AH-10690","FUR-TA-10002645","2275.5",10,"0","386.835"
5302,"CA-2016-113831","2016-05-30","2016-06-03","Standard Class","AH-10690","TEC-AC-10003033","1979.7",6,"0","653.301"
5303,"CA-2016-113831","2016-05-30","2016-06-03","Standard Class","AH-10690","OFF-LA-10001297","62.1",6,"0","29.808"
5306,"US-2016-168410","2016-02-21","2016-02-26","Standard Class","BV-11245","FUR-FU-10000629","68.95",5,"0","28.959"
5307,"US-2016-168410","2016-02-21","2016-02-26","Standard Class","BV-11245","OFF-ST-10000036","296.37",3,"0","80.0199"
5308,"US-2016-168410","2016-02-21","2016-02-26","Standard Class","BV-11245","TEC-PH-10002583","39.98",2,"0","1.999"
5312,"CA-2016-123414","2016-08-21","2016-08-27","Standard Class","SU-20665","OFF-LA-10004559","9.216",4,"0.2","3.3408"
5313,"CA-2016-123414","2016-08-21","2016-08-27","Standard Class","SU-20665","OFF-SU-10002573","28.048",2,"0.2","3.506"
5316,"CA-2016-154060","2016-05-02","2016-05-08","Standard Class","DL-12865","FUR-CH-10002304","187.056",9,"0.2","11.691"
5330,"CA-2016-111941","2016-12-25","2016-12-28","Second Class","BD-11620","OFF-BI-10001524","33.568",2,"0.2","11.7488"
5331,"CA-2016-123120","2016-09-04","2016-09-08","Standard Class","CV-12295","FUR-FU-10004748","63.94",1,"0","24.9366"
5332,"CA-2016-123120","2016-09-04","2016-09-08","Standard Class","CV-12295","OFF-BI-10001460","60.6",5,"0.2","20.4525"
5333,"CA-2016-123120","2016-09-04","2016-09-08","Standard Class","CV-12295","OFF-SU-10002503","22.72",4,"0","6.5888"
5352,"CA-2016-123932","2016-09-06","2016-09-12","Standard Class","YC-21895","OFF-PA-10004665","41.92",4,"0.2","15.196"
5353,"CA-2016-123932","2016-09-06","2016-09-12","Standard Class","YC-21895","TEC-PH-10002447","329.584",2,"0.2","37.0782"
5354,"US-2016-101616","2016-09-03","2016-09-06","First Class","CY-12745","OFF-BI-10000014","87.28",8,"0","41.0216"
5357,"CA-2016-138037","2016-09-29","2016-10-03","Standard Class","AR-10540","OFF-BI-10002982","27.24",5,"0.2","9.534"
5363,"CA-2016-122017","2016-12-29","2017-01-02","Standard Class","CD-11920","FUR-FU-10000672","70.56",6,"0","23.9904"
5364,"CA-2016-122017","2016-12-29","2017-01-02","Standard Class","CD-11920","OFF-AP-10001293","81.96",2,"0","22.9488"
5366,"CA-2016-107790","2016-11-20","2016-11-24","Standard Class","EH-13990","TEC-PH-10004539","151.192",1,"0.2","13.2293"
5380,"CA-2016-136021","2016-08-14","2016-08-18","Standard Class","JM-15580","OFF-PA-10000551","15.54",3,"0","7.6146"
5381,"CA-2016-136021","2016-08-14","2016-08-18","Standard Class","JM-15580","TEC-MA-10000423","105.552",6,"0.2","35.6238"
5382,"CA-2016-149195","2016-09-05","2016-09-07","Second Class","DM-13525","OFF-PA-10001870","25.92",5,"0.2","9.072"
5383,"CA-2016-149195","2016-09-05","2016-09-07","Second Class","DM-13525","OFF-FA-10001843","15.808",8,"0.2","5.3352"
5384,"CA-2016-149195","2016-09-05","2016-09-07","Second Class","DM-13525","OFF-PA-10002036","10.368",2,"0.2","3.7584"
5397,"US-2016-147340","2016-09-24","2016-09-24","Same Day","EB-13750","FUR-FU-10002501","63.2",5,"0","23.384"
5398,"CA-2016-145492","2016-11-20","2016-11-27","Standard Class","MC-17605","OFF-AP-10003622","39",12,"0","11.31"
5399,"CA-2016-163202","2016-09-27","2016-10-02","Standard Class","BM-11650","OFF-BI-10002764","2.907",3,"0.7","-2.0349"
5400,"CA-2016-117681","2016-04-09","2016-04-14","Standard Class","HF-14995","FUR-BO-10001798","556.665",5,"0.15","6.549"
5405,"US-2016-143280","2016-02-22","2016-02-26","Standard Class","TZ-21580","TEC-PH-10002398","445.96",5,"0.2","55.745"
5406,"US-2016-143280","2016-02-22","2016-02-26","Standard Class","TZ-21580","TEC-AC-10003399","36.24",1,"0","15.2208"
5407,"US-2016-143280","2016-02-22","2016-02-26","Standard Class","TZ-21580","OFF-FA-10000992","10.65",3,"0","5.0055"
5414,"CA-2016-153157","2016-09-11","2016-09-14","First Class","TB-21625","TEC-PH-10003171","224.75",5,"0","62.93"
5421,"US-2016-151827","2016-03-31","2016-04-02","Second Class","CS-11950","TEC-PH-10002789","280.782",3,"0.4","-60.8361"
5422,"US-2016-151827","2016-03-31","2016-04-02","Second Class","CS-11950","TEC-AC-10003289","31.984",2,"0.2","1.1994"
5423,"US-2016-163258","2016-12-29","2017-01-02","Standard Class","PF-19225","OFF-BI-10000138","11.232",3,"0.2","3.9312"
5426,"CA-2016-153598","2016-12-03","2016-12-06","First Class","NM-18520","TEC-AC-10003870","1649.95",5,"0","659.98"
5427,"CA-2016-153598","2016-12-03","2016-12-06","First Class","NM-18520","FUR-FU-10001085","111.9",6,"0","51.474"
5428,"US-2016-108497","2016-06-14","2016-06-14","Same Day","MH-17290","FUR-BO-10004218","599.165",5,"0.15","35.245"
5429,"CA-2016-113096","2016-09-02","2016-09-04","First Class","SZ-20035","OFF-ST-10003455","46.53",3,"0","12.0978"
5440,"CA-2016-167115","2016-04-04","2016-04-09","Standard Class","EH-14185","OFF-BI-10004600","588.784",2,"0.2","183.995"
5446,"CA-2016-128307","2016-07-25","2016-07-29","Standard Class","BE-11335","OFF-EN-10003040","20.936",1,"0.2","7.0659"
5447,"US-2016-127425","2016-08-26","2016-08-31","Standard Class","DR-12880","TEC-PH-10003442","33",6,"0","8.25"
5448,"US-2016-127425","2016-08-26","2016-08-31","Standard Class","DR-12880","TEC-AC-10002800","249.95",5,"0","87.4825"
5453,"CA-2016-140613","2016-07-22","2016-07-29","Standard Class","KN-16705","OFF-SU-10004261","86.2",5,"0","24.998"
5468,"CA-2016-122448","2016-06-09","2016-06-14","Standard Class","DB-13210","FUR-CH-10002774","122.352",3,"0.2","13.7646"
5471,"CA-2016-158547","2016-05-30","2016-06-04","Standard Class","JM-16195","OFF-AP-10003842","123.92",5,"0.2","9.294"
5479,"CA-2016-121356","2016-11-20","2016-11-24","Standard Class","SJ-20500","OFF-BI-10002133","128.4",3,"0","62.916"
5507,"US-2016-162026","2016-10-08","2016-10-08","Same Day","JE-15745","OFF-PA-10000167","61.96",2,"0","27.882"
5508,"CA-2016-150000","2016-04-08","2016-04-14","Standard Class","PG-18820","OFF-EN-10002973","17.92",4,"0","8.6016"
5517,"US-2016-138408","2016-11-18","2016-11-21","Second Class","KC-16255","TEC-AC-10003870","1319.96",4,"0","527.984"
5523,"CA-2016-110982","2016-06-05","2016-06-07","First Class","CK-12205","OFF-BI-10000829","21.552",6,"0.2","7.0044"
5524,"CA-2016-110982","2016-06-05","2016-06-07","First Class","CK-12205","OFF-AP-10004859","58.24",4,"0","15.7248"
5525,"CA-2016-147123","2016-12-10","2016-12-12","First Class","SJ-20125","OFF-PA-10000575","80.28",12,"0","36.9288"
5532,"US-2016-167472","2016-06-06","2016-06-07","First Class","CK-12595","TEC-AC-10001109","179.94",6,"0","75.5748"
5533,"US-2016-167472","2016-06-06","2016-06-07","First Class","CK-12595","TEC-AC-10003038","26.85",3,"0","5.1015"
5534,"US-2016-167472","2016-06-06","2016-06-07","First Class","CK-12595","TEC-AC-10003174","323.37",3,"0","129.348"
5535,"US-2016-167472","2016-06-06","2016-06-07","First Class","CK-12595","OFF-PA-10000157","59.94",3,"0","28.1718"
5536,"US-2016-167472","2016-06-06","2016-06-07","First Class","CK-12595","OFF-BI-10001721","64.14",3,"0","30.7872"
5537,"US-2016-167472","2016-06-06","2016-06-07","First Class","CK-12595","OFF-BI-10000591","11.67",3,"0","5.6016"
5538,"US-2016-167472","2016-06-06","2016-06-07","First Class","CK-12595","OFF-PA-10001534","12.96",2,"0","6.2208"
5543,"CA-2016-134936","2016-12-19","2016-12-25","Standard Class","ES-14080","FUR-TA-10001086","455.97",6,"0.5","-218.8656"
5544,"CA-2016-134936","2016-12-19","2016-12-25","Standard Class","ES-14080","OFF-BI-10000174","10.44",6,"0.7","-7.656"
5545,"CA-2016-134936","2016-12-19","2016-12-25","Standard Class","ES-14080","OFF-BI-10002103","5.214",2,"0.7","-4.1712"
5577,"CA-2016-136686","2016-12-12","2016-12-16","Standard Class","RF-19840","FUR-FU-10004864","383.64",6,"0","122.7648"
5578,"CA-2016-136686","2016-12-12","2016-12-16","Standard Class","RF-19840","OFF-AP-10002350","56.52",3,"0","15.8256"
5583,"CA-2016-161158","2016-05-09","2016-05-13","Standard Class","PS-18970","OFF-AR-10000462","8",5,"0","3.44"
5590,"CA-2016-115224","2016-12-08","2016-12-11","Second Class","DB-13615","OFF-ST-10000615","34.05",3,"0","9.534"
5591,"CA-2016-115224","2016-12-08","2016-12-11","Second Class","DB-13615","OFF-ST-10003816","352.38",2,"0","81.0474"
5603,"CA-2016-117919","2016-08-27","2016-08-29","Second Class","TB-21355","OFF-ST-10003572","14.16",1,"0.2","1.062"
5604,"CA-2016-117919","2016-08-27","2016-08-29","Second Class","TB-21355","OFF-PA-10004353","79.92",5,"0.2","27.972"
5606,"CA-2016-134516","2016-09-20","2016-09-25","Standard Class","FM-14215","FUR-FU-10001546","17.088",2,"0.2","1.068"
5607,"CA-2016-134516","2016-09-20","2016-09-25","Standard Class","FM-14215","FUR-CH-10002880","98.392",1,"0.2","-11.0691"
5614,"CA-2016-147431","2016-02-02","2016-02-07","Standard Class","AB-10105","OFF-ST-10003994","117.96",2,"0","5.898"
5615,"CA-2016-158001","2016-08-23","2016-08-27","Standard Class","JP-15460","OFF-AR-10002399","21.3",5,"0","8.733"
5616,"CA-2016-158001","2016-08-23","2016-08-27","Standard Class","JP-15460","OFF-AP-10002118","1040.8",5,"0","281.016"
5617,"CA-2016-158001","2016-08-23","2016-08-27","Standard Class","JP-15460","OFF-AR-10001954","29.34",6,"0","7.9218"
5620,"US-2016-124163","2016-09-25","2016-09-30","Standard Class","SC-20695","TEC-AC-10001908","499.95",5,"0","174.9825"
5621,"US-2016-124163","2016-09-25","2016-09-30","Standard Class","SC-20695","OFF-AR-10000817","3.04",1,"0","1.0336"
5622,"US-2016-124163","2016-09-25","2016-09-30","Standard Class","SC-20695","FUR-CH-10004218","201.96",2,"0","50.49"
5623,"US-2016-124163","2016-09-25","2016-09-30","Standard Class","SC-20695","FUR-FU-10000755","68.64",11,"0","17.16"
5624,"CA-2016-121748","2016-10-24","2016-10-28","Second Class","VW-21775","TEC-AC-10003063","100",4,"0","21"
5625,"CA-2016-121748","2016-10-24","2016-10-28","Second Class","VW-21775","TEC-AC-10002637","359.98",2,"0","21.5988"
5630,"US-2016-146066","2016-08-21","2016-08-23","Second Class","RB-19465","FUR-TA-10002530","815.292",9,"0.4","-339.705"
5634,"CA-2016-101742","2016-09-23","2016-09-28","Second Class","CR-12580","OFF-BI-10004187","10.528",7,"0.2","3.6848"
5643,"CA-2016-127985","2016-04-01","2016-04-05","Second Class","DB-12910","FUR-FU-10003274","7.04",4,"0","3.0976"
5655,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","OFF-BI-10001670","45.24",4,"0.7","-30.16"
5656,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","OFF-AR-10004078","18.688",4,"0.2","2.336"
5657,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","OFF-PA-10003036","11.648",2,"0.2","3.7856"
5658,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","TEC-AC-10000991","112.776",3,"0.2","-8.4582"
5659,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","FUR-TA-10002530","377.45",5,"0.5","-264.215"
5660,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","OFF-LA-10000407","15.936",4,"0.2","5.1792"
5661,"CA-2016-145261","2016-12-18","2016-12-21","First Class","AH-10120","TEC-PH-10004833","28.68",3,"0.2","-7.17"
5662,"CA-2016-108875","2016-09-24","2016-10-01","Standard Class","CL-12700","FUR-FU-10002671","21.44",2,"0.2","7.504"
5663,"CA-2016-108875","2016-09-24","2016-10-01","Standard Class","CL-12700","OFF-ST-10001370","511.056",9,"0.2","-95.823"
5664,"CA-2016-141957","2016-07-21","2016-07-21","Same Day","JG-15310","OFF-AR-10000914","18.656",2,"0.2","1.3992"
5665,"CA-2016-141957","2016-07-21","2016-07-21","Same Day","JG-15310","OFF-BI-10001116","11.088",7,"0.7","-8.1312"
5666,"CA-2016-141957","2016-07-21","2016-07-21","Same Day","JG-15310","OFF-ST-10002276","66.688",1,"0.2","4.168"
5667,"CA-2016-141957","2016-07-21","2016-07-21","Same Day","JG-15310","OFF-ST-10004340","99.488",2,"0.2","8.7052"
5668,"CA-2016-142405","2016-06-11","2016-06-15","Standard Class","SE-20110","OFF-LA-10004093","14.62",2,"0","6.8714"
5669,"CA-2016-142405","2016-06-11","2016-06-15","Standard Class","SE-20110","OFF-BI-10004728","53.984",14,"0.2","17.5448"
5670,"CA-2016-142405","2016-06-11","2016-06-15","Standard Class","SE-20110","TEC-AC-10003095","389.97",3,"0","132.5898"
5675,"CA-2016-146318","2016-01-22","2016-01-27","Standard Class","MC-17275","OFF-PA-10003953","12.96",2,"0","6.2208"
5679,"CA-2016-143924","2016-07-28","2016-08-03","Standard Class","SC-20680","OFF-FA-10000735","20.44",7,"0","9.198"
5680,"CA-2016-143924","2016-07-28","2016-08-03","Standard Class","SC-20680","OFF-PA-10002120","109.92",2,"0","53.8608"
5681,"CA-2016-141551","2016-09-24","2016-09-30","Standard Class","BP-11230","OFF-BI-10001249","6.38",1,"0","2.9348"
5682,"CA-2016-141551","2016-09-24","2016-09-30","Standard Class","BP-11230","OFF-PA-10001569","6.48",1,"0","3.1104"
5696,"CA-2016-126165","2016-05-05","2016-05-07","Second Class","AH-10465","FUR-TA-10001676","71.088",2,"0.2","-1.7772"
5699,"CA-2016-143441","2016-11-05","2016-11-05","Same Day","EB-14170","OFF-LA-10002312","11.84",1,"0.2","4.44"
5701,"CA-2016-125661","2016-11-24","2016-11-26","First Class","CA-12055","OFF-EN-10001532","40.752",3,"0.2","15.282"
5702,"CA-2016-125661","2016-11-24","2016-11-26","First Class","CA-12055","TEC-AC-10004855","139.96",5,"0.2","-22.7435"
5724,"CA-2016-165820","2016-09-26","2016-09-30","Standard Class","DW-13585","OFF-PA-10004735","12.96",2,"0","6.2208"
5739,"CA-2017-156139","2016-12-31","2017-01-06","Standard Class","BP-11155","OFF-BI-10004233","38.376",3,"0.2","13.4316"
5747,"CA-2016-113733","2016-12-08","2016-12-12","Standard Class","LH-16900","TEC-PH-10002496","249.584",2,"0.2","31.198"
5748,"CA-2016-113733","2016-12-08","2016-12-12","Standard Class","LH-16900","TEC-AC-10002473","68.112",3,"0.2","17.8794"
5749,"CA-2016-113733","2016-12-08","2016-12-12","Standard Class","LH-16900","TEC-AC-10004877","16.56",3,"0.2","-2.484"
5752,"CA-2016-125850","2016-01-22","2016-01-28","Standard Class","FP-14320","OFF-LA-10003498","44.4",3,"0","22.2"
5753,"CA-2016-125850","2016-01-22","2016-01-28","Standard Class","FP-14320","OFF-LA-10004484","20.65",5,"0","9.499"
5754,"CA-2016-118514","2016-02-03","2016-02-10","Standard Class","LC-17050","FUR-CH-10000015","866.4",4,"0","225.264"
5760,"US-2016-111528","2016-12-30","2016-12-30","Same Day","JP-16135","OFF-ST-10001526","481.32",4,"0","125.1432"
5761,"US-2016-111528","2016-12-30","2016-12-30","Same Day","JP-16135","OFF-BI-10002194","6.384",1,"0.2","2.1546"
5767,"CA-2016-149685","2016-10-08","2016-10-15","Standard Class","PM-19135","OFF-LA-10004545","60.144",6,"0.2","20.2986"
5774,"CA-2016-117408","2016-08-31","2016-09-06","Standard Class","TP-21130","OFF-ST-10001580","23.968",2,"0.2","2.3968"
5775,"CA-2016-142398","2016-04-12","2016-04-16","Standard Class","BP-11290","FUR-CH-10001545","638.288",7,"0.2","-31.9144"
5776,"CA-2016-142398","2016-04-12","2016-04-16","Standard Class","BP-11290","OFF-BI-10004826","13.208",1,"0.2","4.6228"
5777,"CA-2016-105277","2016-12-04","2016-12-08","Standard Class","LM-17065","OFF-BI-10000301","15.528",3,"0.2","5.823"
5778,"CA-2016-112060","2016-12-04","2016-12-09","Standard Class","KT-16465","OFF-PA-10000994","104.85",1,"0","50.328"
5807,"CA-2016-149783","2016-09-04","2016-09-07","Second Class","DL-13315","OFF-PA-10002195","12.192",3,"0.2","4.1148"
5808,"CA-2016-149783","2016-09-04","2016-09-07","Second Class","DL-13315","OFF-AP-10001205","87.168",2,"0.2","8.7168"
5809,"CA-2016-149783","2016-09-04","2016-09-07","Second Class","DL-13315","OFF-AR-10002987","31.744",2,"0.2","8.3328"
5810,"CA-2016-125017","2016-02-06","2016-02-11","Standard Class","KB-16240","FUR-FU-10000723","132.224",4,"0.2","-18.1808"
5830,"CA-2016-122063","2016-12-03","2016-12-07","Standard Class","MM-17920","FUR-TA-10004575","581.96",2,"0","104.7528"
5831,"CA-2016-122063","2016-12-03","2016-12-07","Standard Class","MM-17920","FUR-CH-10004754","29.98",1,"0","8.0946"
5833,"CA-2016-142895","2016-07-21","2016-07-26","Standard Class","BP-11290","OFF-LA-10000262","6.264",3,"0.2","2.0358"
5834,"CA-2016-142895","2016-07-21","2016-07-26","Standard Class","BP-11290","FUR-CH-10002961","363.92",5,"0.2","0"
5862,"CA-2016-101525","2016-05-01","2016-05-04","Second Class","CM-12235","OFF-PA-10001497","109.92",2,"0","53.8608"
5863,"CA-2016-101525","2016-05-01","2016-05-04","Second Class","CM-12235","OFF-PA-10003936","19.44",3,"0","9.3312"
5864,"CA-2016-101525","2016-05-01","2016-05-04","Second Class","CM-12235","OFF-AR-10000716","11.16",2,"0","4.3524"
5868,"CA-2016-158211","2016-01-04","2016-01-08","Standard Class","BP-11185","OFF-AR-10004078","4.672",1,"0.2","0.584"
5869,"CA-2016-158211","2016-01-04","2016-01-08","Standard Class","BP-11185","OFF-BI-10002026","104.58",6,"0.7","-80.178"
5870,"CA-2016-152247","2016-11-07","2016-11-12","Standard Class","MA-17995","FUR-CH-10001215","1603.136",4,"0.2","100.196"
5871,"CA-2016-128223","2016-06-14","2016-06-14","Same Day","EB-13705","FUR-TA-10001771","1293.488",7,"0.2","80.843"
5872,"CA-2016-154235","2016-09-24","2016-09-28","Standard Class","RD-19900","FUR-FU-10004006","127.95",3,"0","21.7515"
5880,"CA-2016-133319","2016-09-05","2016-09-11","Standard Class","MV-17485","OFF-PA-10001815","192.16",4,"0","92.2368"
5881,"CA-2016-133935","2016-09-18","2016-09-22","Standard Class","JW-15220","FUR-CH-10001215","801.568",2,"0.2","50.098"
5882,"CA-2016-133935","2016-09-18","2016-09-22","Standard Class","JW-15220","OFF-PA-10000100","368.91",9,"0","180.7659"
5883,"CA-2016-133935","2016-09-18","2016-09-22","Standard Class","JW-15220","FUR-CH-10002880","885.528",9,"0.2","-99.6219"
5884,"CA-2016-136301","2016-03-13","2016-03-15","Second Class","EH-13765","FUR-FU-10004712","28.28",2,"0","7.3528"
5885,"CA-2016-136301","2016-03-13","2016-03-15","Second Class","EH-13765","OFF-SU-10000151","4912.59",3,"0","196.5036"
5890,"CA-2016-166625","2016-04-14","2016-04-17","First Class","JM-15580","OFF-BI-10002414","25.06",2,"0","11.7782"
5891,"CA-2016-146157","2016-11-21","2016-11-26","Standard Class","RD-19720","OFF-PA-10001790","38.432",1,"0.2","13.4512"
5892,"CA-2016-146157","2016-11-21","2016-11-26","Standard Class","RD-19720","OFF-ST-10001590","21.568",2,"0.2","1.6176"
5893,"CA-2016-146157","2016-11-21","2016-11-26","Standard Class","RD-19720","TEC-AC-10003657","81.576",3,"0.2","2.0394"
5898,"CA-2016-167682","2016-04-03","2016-04-09","Standard Class","ZD-21925","FUR-FU-10003799","71.12",4,"0","22.0472"
5899,"CA-2016-167682","2016-04-03","2016-04-09","Standard Class","ZD-21925","TEC-PH-10000673","259.96",4,"0","124.7808"
5902,"CA-2016-159639","2016-11-27","2016-12-02","Standard Class","PC-18745","FUR-FU-10001889","31.56",3,"0","10.4148"
5908,"US-2016-113985","2016-12-02","2016-12-07","Standard Class","KD-16495","OFF-BI-10002353","24.704",2,"0.2","9.264"
5909,"US-2016-113985","2016-12-02","2016-12-07","Standard Class","KD-16495","OFF-AP-10001303","59.7",3,"0","26.865"
5910,"US-2016-113985","2016-12-02","2016-12-07","Standard Class","KD-16495","FUR-FU-10003026","14.52",3,"0","5.6628"
5911,"US-2016-113985","2016-12-02","2016-12-07","Standard Class","KD-16495","OFF-BI-10000632","104.184",3,"0.2","33.8598"
5912,"CA-2016-155383","2016-12-17","2016-12-22","Standard Class","SC-20680","OFF-ST-10001328","46.53",3,"0","13.0284"
5924,"CA-2016-130288","2016-11-26","2016-11-30","Second Class","DK-13225","FUR-TA-10002958","313.176",2,"0.4","-120.0508"
5936,"CA-2016-103107","2016-07-04","2016-07-04","Same Day","RB-19465","FUR-FU-10000221","25.4",5,"0","8.636"
5937,"CA-2016-103107","2016-07-04","2016-07-04","Same Day","RB-19465","TEC-PH-10001198","177.48",3,"0.2","19.9665"
5938,"CA-2016-103107","2016-07-04","2016-07-04","Same Day","RB-19465","TEC-PH-10002564","71.976",3,"0.2","8.997"
5943,"CA-2016-151092","2016-08-06","2016-08-13","Standard Class","VG-21790","TEC-PH-10001700","211.168",4,"0.2","18.4772"
5957,"CA-2016-127138","2016-03-12","2016-03-15","Second Class","DK-13225","OFF-ST-10002756","676.55",5,"0","6.7655"
5958,"CA-2016-127138","2016-03-12","2016-03-15","Second Class","DK-13225","OFF-AP-10003842","154.9",5,"0","40.274"
5959,"CA-2016-127138","2016-03-12","2016-03-15","Second Class","DK-13225","OFF-EN-10004459","30.56",4,"0","14.9744"
5960,"CA-2016-127138","2016-03-12","2016-03-15","Second Class","DK-13225","FUR-CH-10003746","770.352",3,"0.2","77.0352"
5968,"CA-2016-166912","2016-01-15","2016-01-17","First Class","BE-11335","OFF-PA-10001033","81.98",2,"0","40.1702"
5975,"CA-2016-135636","2016-10-08","2016-10-13","Standard Class","DB-13615","OFF-ST-10000676","387.72",5,"0.2","-67.851"
5983,"CA-2016-114895","2016-11-21","2016-11-28","Standard Class","MV-18190","OFF-PA-10000232","12.96",2,"0","6.3504"
5985,"CA-2016-163776","2016-07-19","2016-07-25","Standard Class","JS-16030","FUR-FU-10001185","185.58",6,"0","76.0878"
5986,"CA-2016-163776","2016-07-19","2016-07-25","Standard Class","JS-16030","OFF-BI-10003007","77.56",2,"0","35.6776"
5987,"CA-2016-163776","2016-07-19","2016-07-25","Standard Class","JS-16030","OFF-ST-10002485","87.92",4,"0","0.8792"
5988,"CA-2016-163776","2016-07-19","2016-07-25","Standard Class","JS-16030","OFF-PA-10001033","245.94",6,"0","120.5106"
5989,"CA-2016-163776","2016-07-19","2016-07-25","Standard Class","JS-16030","OFF-BI-10000404","8.6",1,"0","4.042"
5990,"CA-2016-163776","2016-07-19","2016-07-25","Standard Class","JS-16030","FUR-BO-10003546","504.9",5,"0","126.225"
5994,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","OFF-ST-10001558","64.96",5,"0.2","-4.06"
5995,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","OFF-SU-10004782","13.52",2,"0.2","1.69"
5996,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","FUR-CH-10003298","458.43",5,"0.3","-137.529"
5997,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","OFF-AP-10000576","387.136",4,"0.2","24.196"
5998,"CA-2016-162187","2016-12-11","2016-12-11","Same Day","NS-18640","FUR-TA-10003008","328.59",3,"0.4","-147.8655"
6014,"CA-2016-159016","2016-03-10","2016-03-11","First Class","KF-16285","OFF-PA-10004405","14.9",5,"0","7.152"
6015,"CA-2016-159016","2016-03-10","2016-03-11","First Class","KF-16285","TEC-PH-10002885","4158.912",8,"0.2","363.9048"
6021,"US-2016-156692","2016-08-13","2016-08-13","Same Day","HG-15025","OFF-AP-10002222","17.34",2,"0","4.6818"
6022,"US-2016-156692","2016-08-13","2016-08-13","Same Day","HG-15025","TEC-AC-10000158","71.98",2,"0","15.1158"
6029,"CA-2016-157364","2016-11-19","2016-11-21","First Class","LT-17110","OFF-AR-10003752","18.48",2,"0.2","6.006"
6030,"US-2016-112970","2016-11-14","2016-11-15","First Class","TB-21250","OFF-AR-10003829","9.84",3,"0","2.8536"
6032,"CA-2016-101168","2016-12-25","2017-01-01","Standard Class","SS-20140","FUR-FU-10003142","21.12",4,"0","6.5472"
6037,"CA-2016-131205","2016-09-04","2016-09-08","Standard Class","AA-10645","FUR-FU-10003347","42.6",3,"0","16.614"
6038,"CA-2016-131205","2016-09-04","2016-09-08","Standard Class","AA-10645","OFF-BI-10000315","113.94",6,"0","54.6912"
6039,"CA-2016-131205","2016-09-04","2016-09-08","Standard Class","AA-10645","OFF-ST-10002583","129.92",4,"0","5.1968"
6040,"CA-2016-131205","2016-09-04","2016-09-08","Standard Class","AA-10645","OFF-AR-10003469","5.28",3,"0","2.5344"
6043,"CA-2016-117912","2016-02-04","2016-02-08","Standard Class","TB-21520","FUR-FU-10002088","14.368",2,"0.2","3.9512"
6047,"CA-2016-154662","2016-06-09","2016-06-16","Standard Class","BF-11215","FUR-TA-10001771","692.94",3,"0","173.235"
6050,"CA-2016-152765","2016-06-15","2016-06-18","First Class","LS-17245","OFF-PA-10000483","173.488",7,"0.2","54.215"
6053,"CA-2016-124016","2016-09-23","2016-09-26","Second Class","JS-15940","OFF-PA-10002586","11.952",3,"0.2","4.0338"
6054,"CA-2016-124016","2016-09-23","2016-09-26","Second Class","JS-15940","FUR-FU-10004963","28",4,"0.2","7.7"
6055,"CA-2016-124016","2016-09-23","2016-09-26","Second Class","JS-15940","OFF-BI-10002071","12.201",7,"0.7","-9.7608"
6056,"CA-2016-113551","2016-08-18","2016-08-20","First Class","NF-18385","OFF-BI-10001617","2.068",1,"0.8","-3.4122"
6057,"CA-2016-113551","2016-08-18","2016-08-20","First Class","NF-18385","OFF-PA-10004665","83.84",8,"0.2","30.392"
6077,"CA-2016-151561","2016-09-01","2016-09-07","Standard Class","PG-18820","TEC-AC-10001432","468.9",6,"0","206.316"
6078,"CA-2016-151561","2016-09-01","2016-09-07","Standard Class","PG-18820","TEC-AC-10003399","72.48",2,"0","30.4416"
6079,"CA-2016-151561","2016-09-01","2016-09-07","Standard Class","PG-18820","OFF-SU-10001574","10.95",3,"0","3.285"
6080,"CA-2016-151561","2016-09-01","2016-09-07","Standard Class","PG-18820","FUR-FU-10004864","191.82",3,"0","61.3824"
6083,"US-2016-132577","2016-11-22","2016-11-27","Standard Class","JE-15475","OFF-BI-10004040","6.216",6,"0.8","-9.6348"
